id,name,population,facts,pic
59,Romania,19.4 million,"<p>The man who invented the steam espresso machine and the Illycaffe brand,<a href=""https://www.romaniatourism.net/culture-history/36-interesting-facts-romania/""> Francesco Illy</a>, was born in this European nation in 1892. </p>",https://thumbor.bigedition.com/who-invented-the-steam-expresso-machine/wPoj4dvwu6pKSzI8IRKlm-VMG_w=/800x0/filters:quality(80)/granite-web-prod/83/b4/83b480c52c3442bfac704011dd744a97.jpeg
60,Chile, 19 million,"<p>This South American country has only volunteer firefighters who are entirely unpaid. In 2014, a <a href=""https://www.pri.org/stories/2014-05-01/massive-blaze-leads-chile-reconsider-its-all-volunteer-firefighting-system"">massive fire in Valparaiso</a> sparked debate about whether this arrangement should change.</p>",https://thumbor.bigedition.com/chilean-firefighters/I6hZMojb3H_hgRbcnU7W6LOXGaI=/800x0/filters:quality(80)/granite-web-prod/cf/ef/cfefb06973b84a3593ee1bcf158d1536.jpeg
61,Malawi,18.6 million,"<p>Lake Malawi is vitally important to this country. It is the third-largest lake in Africa, but contains<a href=""http://theconversation.com/lake-malawi-is-home-to-unique-fish-species-nearly-10-are-endangered-110294""> more species of fish</a> — over 1,000 — than any lake in the world.</p>",https://thumbor.bigedition.com/lake-malawi-fish/OI1FmKw_rB5d4ft_Z7cZxFjb_UM=/800x0/filters:quality(80)/granite-web-prod/cc/4c/cc4cfa9406994acfb04e53b1339e6c36.jpeg
62,Kazakhstan,18.5 million ,"<p>Ancient Kazakhs are credited with<a href=""https://www.reuters.com/article/us-horses-history/horses-first-ridden-and-milked-5500-years-ago-idUSTRE5246HI20090305""> domesticating wild horses</a>. They were able to tame, ride and milk horses some 5,500 years ago. </p>",https://thumbor.bigedition.com/kazakh-horses/ZSz83W-aGrN-J5kUuiawLfkMGVU=/800x0/filters:quality(80)/granite-web-prod/98/dc/98dce15e399a4d4c938aede46c7ff4f8.jpeg
63,Zambia,17.9 million,"<p>The<a href=""http://humanorigins.si.edu/evidence/human-fossils/fossils/kabwe-1""> first early human fossil</a> ever discovered in Africa was discovered in the caves of Kabwe in 1921. The fossil’s age? Between 300,000 and 125,000 years old.</p>",https://thumbor.bigedition.com/human-fossil-caves-of-kabwe-zambia/b0fAlWho41s822LypsxMvUryVNk=/800x0/filters:quality(80)/granite-web-prod/55/43/554323eb5d8b4f068d4d51e1581a8bc8.jpeg
64,Guatemala, 17.6 million,"<p>This Central American country is the<a href=""https://epicureandculture.com/history-of-chocolate-guatemala/""> birthplace of chocolate</a>, with ancient Mayans worshipping the cacao tree.</p>",https://thumbor.bigedition.com/guatemalan-cacao-chocolate/GbNZa77AOZVzb4CI6-sWEFvRjEQ=/800x0/filters:quality(80)/granite-web-prod/6a/ca/6aca8c6adb73400eaf1778b7f24e6696.jpeg
65,Ecuador,17.4 million,"<p>Mount Chimborazo in this South American nation is not the tallest mountain in the world, but it is the<a href=""https://www.npr.org/templates/story/story.php?storyId=9428163""> highest spot on Earth</a> and thus closest to outer space. This is because the Earth is not perfectly spherical, but rather oblate. </p>",https://thumbor.bigedition.com/mount-chimborazo-ecuador/ww03R-K3ZjRmI-IdU43GfKuoik8=/800x0/filters:quality(80)/granite-web-prod/ea/74/ea74d1730b4c4b97b6ee304b652e1b0e.jpeg
66,Netherlands, 17.1 million,"<p>Once considered some of the shortest people in the world, the Dutch are now<a href=""https://www.theguardian.com/world/2015/apr/08/scientists-try-to-answer-why-dutch-people-are-so-tall""> the tallest</a>. Men average just over 6 feet while women average 5 feet 6 inches. </p>",https://thumbor.bigedition.com/tall-dutch-man/PHI7yszm3EjmNTP_psgXAI_mzx0=/800x0/filters:quality(80)/granite-web-prod/78/00/7800187ad00d45c1980155fa2910ba62.jpeg
67,Syria,17.1 million,"<p>Mount Qasioun, which overlooks the capital of Damascus in this Middle East country, is said to be where<a href=""https://www.asiatimes.com/2019/01/article/syrias-antiquities-slowly-coming-back-to-life/""> Cain killed Abel</a> with a rock before carrying his body on his shoulders for centuries.</p>",https://thumbor.bigedition.com/mount-qasioun-syria/qTfxbP5VBPQPTaHprAu3VdMwsNE=/800x0/filters:quality(80)/granite-web-prod/26/6f/266f908b659940629139e7a59fd789f5.jpeg
68,Cambodia,16.5 million,"<p>In 2015, airborne laser scanners found<a href=""https://www.theguardian.com/world/2016/jun/11/lost-city-medieval-discovered-hidden-beneath-cambodian-jungle""> vast ancient cities</a> buried under the jungle near Angkor Wat in this Southeast Asia nation. They were so extensive that by their peak in the 12th century, they would’ve made up the largest empire on Earth. </p>",https://thumbor.bigedition.com/angkor-wat-at-sunrise-cambodia/f6hI8p8IPv34-n0oV55hPtDqNJA=/800x0/filters:quality(80)/granite-web-prod/ca/c5/cac52b0a094f409597690d54cf44f3bf.jpeg
69,Senegal, 16.3 million,"<p>On Sundays in this West Africa country, the waters of the Atlantic Ocean are reserved for<a href=""https://www.nytimes.com/2016/08/24/world/what-in-the-world/on-sundays-in-senegal-surfs-up-for-the-sheep.html""> sheep bathing</a>. Sheep are a prized animal in the Muslim nation and are therefore very well taken care of.</p>",https://thumbor.bigedition.com/sheep-bathing-in-senegal/-wt1ETNF5qK2KDYhq3WOZ00wabU=/800x0/filters:quality(80)/granite-web-prod/bc/79/bc79102042584e82830b16d558b8e7c5.jpeg
70,Chad, 15.9 million,"<p>This African nation has<a href=""https://www.bbc.com/news/world-africa-13164689""> one television station</a>, Tele-Tchad, and it’s run by the state. </p>",https://thumbor.bigedition.com/tele-chad-broadcast/nekdgJtOSUmykTR_mV21JytoIXQ=/800x0/filters:quality(80)/granite-web-prod/2f/1a/2f1a7472cad048cfaeec1b56afedba8c.jpeg
71,Somalia,15.4 million ,"<p>Camels are extremely important to the people of this African nation. Of the 14 million camels in the world,<a href=""https://www.aljazeera.com/indepth/features/2016/04/somali-camel-traders-pay-price-war-syria-160411092956190.html""> more than half reside in Somalia</a>. </p>",https://thumbor.bigedition.com/somali-camels/XXb8Qzxw6lpzQLusyFbRUM8PC7g=/800x0/filters:quality(80)/granite-web-prod/d2/9e/d29e224b17964d1dba14ae0562147550.jpeg
72,Zimbabwe, 14.6 million,"<p>As one of the <a href=""worlds-biggest-waterfalls-7234ae42412d43e6"">biggest waterfalls in the world</a>, Victoria Falls is quite impressive. The waterfall in the Zimbabwean side is so massive that the sound of water crashing down can be heard 25 miles away, and the spray and mist can be seen from 31 miles away.</p>",https://thumbor.bigedition.com/victoria-falls-zimbabwe/O20zrAMUNDl6YoYbUk5oFM4LZGQ=/800x0/filters:quality(80)/granite-web-prod/dd/0c/dd0cc7e9e0b14d3282de27f553a6e586.jpeg
73,Guinea, 12.8 million,"<p>Thanks to a long monsoon season, this country’s capital, Conkary, is the <a href=""https://timesofindia.indiatimes.com/Which-country-gets-the-most-rain-in-the-world/articleshow/3227209.cms"">wettest capital on Earth</a>. It gets about 15 inches of rain a year, compared to the global average of 3.8 inches.</p>",https://thumbor.bigedition.com/conkary-guinea/JpH1tU1NhewwEfF9Kqnd7ul2bYY=/800x0/filters:quality(80)/granite-web-prod/9e/c9/9ec9b16e77d245cabfca25ef66d52bf1.jpeg
74,Rwanda, 12.6 million,"<p>In an effort to improve cleanliness and hygiene, this African nation has<a href=""https://www.ozy.com/acumen/why-one-country-banned-bare-feet/70005""> banned</a> things like wearing sandals or going barefoot in public, and people aren’t allowed to share straws. </p>",https://thumbor.bigedition.com/clean-streets-in-rwanda/SEbN2O9A8Sr-wIW0PtezF2Bm7Nw=/800x0/filters:quality(80)/granite-web-prod/a9/2e/a92ec692b5294dca8736238753390951.jpeg
75,Benin, 11.8 million,"<p>Snakes are revered in this West African nation, so much so that they are welcomed into people’s homes to eat and there’s a building called the <a href=""https://www.atlasobscura.com/places/the-temple-of-pythons-ouidah-benin"">Temple of Pythons</a> that houses 50 royal pythons that tourists can visit. </p>",https://thumbor.bigedition.com/img/1kjFk18a7_kRO0EySGSTsxoLjLY=/800x0/filters:quality(80)/granite-web-prod/b5/d0/b5d014134a4d4c2eaeec873ec404550a.jpeg
76,Tunisia, 11.7 million,"<p>When “Raiders of the Lost Ark” <a href=""https://www.independent.co.uk/arts-entertainment/films/features/story-of-the-scene-raiders-of-the-lost-ark-steven-spielberg-1981-533708.html"">filmed in this North Africa country</a>, part of the city of Kairouan stood in for 1930s Cairo. An entire day of shooting was lost so<a href=""http://www.theraider.net/films/raiders/making_5_production.php""> 350 TV antennas</a> could be removed from atop buildings near a filming location.</p>",https://thumbor.bigedition.com/kairouan-tunisia/6DzvuTd4AsE8_2CNQtv5pUsBlkc=/800x0/filters:quality(80)/granite-web-prod/7b/5a/7b5abebffcaf4bcaae002a980dd51162.jpeg
77,Belgium, 11.5 million,"<p>Chocolate is huge in this European country, which can produce some<a href=""https://brussels-express.eu/7-facts-about-belgian-chocolate/""> 600,000 tons of it per year</a> across its more than 2,000 companies and shops specializing in the confection. More chocolate is sold at the Brussels airport than anywhere else in Belgium.</p>",https://thumbor.bigedition.com/belgian-chocolate/Lw2hiSuhRhV4G_ijRxEX_6BeDNs=/800x0/filters:quality(80)/granite-web-prod/2a/ac/2aac50db67624ee4afc2138d0b97f094.jpeg
78,Burundi,,<p>Agriculture is so important to this African nation that<a href="https://www.downtoearth.org.in/news/agriculture/burundi-s-sustainability-lies-in-embracing-integration-in-agriculture-55359"> 90 percent of the population</a> depends on jobs in this sector to make a living. </p>,https://thumbor.bigedition.com/burundi-farm/IdNV6-NIP4LF1c_xwdQl4_IqoWU=/800x0/filters:quality(80)/granite-web-prod/51/97/5197af4fc6d14adeb29518e3cc5b0e2b.jpeg
79,Bolivia,11.5 million,"<p>Although the vast majority of Bolivians are Catholic, they still hold many<a href=""https://www.britannica.com/place/Bolivia/Languages-and-religion""> indigenous beliefs</a>, such as sacrificing llamas to the goddess of the Earth, Pachamama. </p>",https://thumbor.bigedition.com/bolivian-llamas/nliey0j62m9gDYl3xP64BJom-Xg=/800x0/filters:quality(80)/granite-web-prod/94/b6/94b634cceae740ceae47a0b07eeb27e5.jpeg
80,Cuba,11.3 million,"<p>The<a href=""https://time.com/5467742/cuba-doctors-export-brazil/""> biggest source of revenue</a> in this Caribbean island nation is not tobacco, sugar, rum or tourism — it’s doctors. The country’s 50,000 doctors working abroad bring Cuba some $11 billion annually. </p>",https://thumbor.bigedition.com/cuban-hospital/k1AlQJR5TLcf2HxTesjwjRWRmtY=/800x0/filters:quality(80)/granite-web-prod/97/7c/977cbace67a6460d93304c41913967b9.jpeg
81,Haiti,11.3 million,"<p>The<a href=""https://www.britannica.com/topic/Haitian-Revolution""> Haitian Revolution</a>, which lasted from 1791 to 1804, ultimately led to the creation of this Caribbean nation, making it the first country to be founded by former slaves. </p>",https://thumbor.bigedition.com/haitian-revolution/DlFZR99cIgy0nb5jE1_wLLUISHA=/800x0/filters:quality(80)/granite-web-prod/79/ce/79ced374ca70453085e30916595eddd2.jpeg
82,South Sudan, 11.1 million,"<p>This African nation is the<a href=""https://www.farandwide.com/s/newest-countries-world-562b77a0ad2749c3?layout=single""> youngest country in the world</a>, having achieved full independence in 2011. </p>",https://thumbor.bigedition.com/sunset-in-south-sudan/svDYGnJxinLupN7LGLHWDVz4OHw=/800x0/filters:quality(80)/granite-web-prod/de/df/dedf654a6ed740a7a6d3d3517dbe9c7b.jpeg
83,Dominican Republic,10.7 million,"<p>Since being introduced in the 1880s, <a href=""http://www.godominicanrepublic.com/about-dr/baseball/"">baseball has been an obsession</a> in this Caribbean nation. Today, it has the<a href=""https://www.mlb.com/news/mlb-rosters-feature-251-international-players""> most foreign-born players</a> in Major League Baseball, at 102. </p>",https://thumbor.bigedition.com/dominican-baseball-player/fnAkxciqzE9blm_vNqOi3wOEFxE=/800x0/filters:quality(80)/granite-web-prod/7f/d8/7fd8eae69d834fceb7f689801c2f809a.jpeg
84,Czech Republic,10.7 million,"<p>Built in 1410, the world’s oldest<a href=""https://www.telegraph.co.uk/technology/google/google-doodle/11919530/Prague-astronomical-clock-the-oldest-of-its-kind-is-605-years-old.html""> astronomical clock</a> still in operation resides in Prague, the capital of this European country. </p>",https://thumbor.bigedition.com/prague-astronomical-clock/zWeFarGNfobvSC_T3rjCYr0qLlk=/800x0/filters:quality(80)/granite-web-prod/cf/44/cf446f3d66c44932a2b6bade968402f0.jpeg
85,Greece,10.5 million,"<p>In order to avoid excessive wear and tear to its historic monuments, this ancient European country<a href=""https://www.npr.org/templates/story/story.php?storyId=104239042""> banned high heels</a> at archaeological sites. </p>",https://thumbor.bigedition.com/ancient-greek-temple/_I3cURnrwuGKOPvscVL55nqQ1jQ=/800x0/filters:quality(80)/granite-web-prod/0a/c9/0ac9f012f0bc4fa79c17f02e6e2d33fc.jpeg
86,Portugal, 10.2 million,<p>There’s a small fishing village called Nazare north of Lisbon where the<a href="https://www.si.com/extra-mustard/2018/12/18/tuesday-hot-clicks-surfing-largest-wave-record-tom-butler-nazare-video"> world’s largest rideable waves occur</a>. It’s believed the biggest-ever wave was 100 feet high — no wonder Portugal has some of the <a href="https://www.farandwide.com/s/dangerous-surf-spots-506715a67c084339?cb=1641511129247">most dangerous surfing spots</a> on Earth.</p>,https://thumbor.bigedition.com/surfing-in-nazare-portugal/eFz5s0wgy_2FNx6PCe7nxaZnUKM=/800x0/filters:quality(80)/granite-web-prod/f7/b5/f7b5c062e77c4a4299410cea498c086c.jpeg
87,Jordan, 10.1 million,"<p>Wadi Rum, aka the “Valley of the Moon,” has been used as a <a href=""https://matadornetwork.com/notebook/15-facts-jordan-will-surprise/"">filming site</a> in movies including “Lawrence of Arabia,” “Red Desert” and “The Martian.” </p>",https://thumbor.bigedition.com/wadi-rum-jordan/2RCn1dBNfGab437NI5f1tEyugM8=/800x0/filters:quality(80)/granite-web-prod/98/5e/985e72b3ef644877ade0f9f850e0d930.jpeg
88,Azerbaijan,,<p>Folklore and <a href="strangest-old-wives-tales-68d41f4f28ca42b1">superstition</a> reign supreme in this former Soviet republic. Beliefs include not lending money or bread at night and never hurrying off to a funeral.   </p>,https://thumbor.bigedition.com/azerbaijan-village/0_qbcxxZ7vBb0MXt7In1pBGZKwc=/800x0/filters:quality(80)/granite-web-prod/6f/47/6f4791815e9b4e66adac0eae933b1419.jpeg
89,Sweden, 10 million,"<p>This Scandinavian country has not<a href=""https://www.thelocal.se/20140815/sweden-celebrates-200-years-of-peace""> fought in a war</a> in more than 200 years. It sat out both World Wars and its last conflict was in 1814 with neighbor Norway, which had declared its independence.</p>",https://thumbor.bigedition.com/swedish-bridge/b9d_JhDbwEkTyZPUC5saOXALbAQ=/800x0/filters:quality(80)/granite-web-prod/3e/28/3e28cdaee37345d58112b98cd1fbebf1.jpeg
90,United Arab Emirates,9.8 million,"<p>If you’ve ever dreamed of walking up to an ATM and <a href=""https://www.telegraph.co.uk/news/worldnews/middleeast/unitedarabemirates/7720491/The-ATM-that-dispenses-gold-bars.html"">withdrawing a gold bar</a>, then head to Dubai in this Middle East nation, where you can find just such a machine.</p>",https://thumbor.bigedition.com/uae-gold-atm-machines/CM2ho7v_0AJJrkdJ8lTCJUSOWuE=/800x0/filters:quality(80)/granite-web-prod/c5/1e/c51e7ea39372441b93cca72bc7e91876.jpeg
91,Honduras, 9.7 million,"<p>For decades, residents of Comayagua in this Central American nation have celebrated Good Friday by creating ornate and colorful<a href=""https://www.prnewswire.com/news-releases/comayaguas-sawdust-carpets-a-colorful-way-to-celebrate-the-holy-week-300438069.html""> sawdust carpets</a> in front of their homes that depict scenes from Jesus Christ’s life. These stunning creations take months of preparation, but inevitably they are trampled on by the celebration’s procession. </p>",https://thumbor.bigedition.com/honduran-sawdust-carpets/qTccBKkSOWUL_oBEg0GLX48JRfY=/800x0/filters:quality(80)/granite-web-prod/79/9d/799d830ed46b45ebb943c00c6ee28410.jpeg
92,Hungary, 9.7 million,<p>The Rubik’s Cube was invented in this European nation by an architect who named it after himself.<a href="https://www.telegraph.co.uk/technology/google/10840482/Rubiks-cube-invention-40-years-old-and-never-meant-to-be-a-toy.html"> Erno Rubik</a> never intended his creation to be a toy but rather a vehicle for helping to understand three-dimensional geometry. </p>,https://thumbor.bigedition.com/who-invented-the-rubiks-cube/X4GiNtFEGMaRlA8vHBAOxgixSq4=/800x0/filters:quality(80)/granite-web-prod/cd/e6/cde64984864d4cb192ae9b2d0fcba67b.jpeg
93,Belarus,9.5 million,"<p>The<a href=""https://www.theguardian.com/world/2014/jun/09/-sp-belarus-remains-revolution-behind""> Soviet era never really ended</a> in this European country, and Belarus is often called Europe’s last dictatorship. The secret police are referred to as the KGB and communal farming is still practiced. President Alexander Lukashenko has been in office since the post was created in 1994. He has staunchly retained the feel of the USSR. </p>",https://thumbor.bigedition.com/belarus-president-alexander-lukashenko/rroWAcU-zXd3Md0r2RBi1p6HGro=/800x0/filters:quality(80)/granite-web-prod/ee/96/ee9617c0df074a35a19fb3623b6c7ffa.jpeg
94,Tajikistan,9.3 million,<p>This former Soviet republic contains the largest glacier outside of either the north or south poles.<a href="https://earthobservatory.nasa.gov/images/78967/fedchenko-glacier"> Fedchenko Glacier</a> stretches some 47 miles and is located among thousands more glaciers in the Pamir Mountains.</p>,https://thumbor.bigedition.com/fedchenko-glacier-tajikistan/gUuWCGB8o1hbVZdxuUxF8eVcUMM=/800x0/filters:quality(80)/granite-web-prod/5e/ba/5eba51a2ee7241cdaf012e889079513d.jpeg
95,Austria,9 million,"<p>The<a href=""https://www.smithsonianmag.com/travel/zoo-endured-inside-worlds-oldest-zoo-180957191/""> world’s first zoo</a>, founded in 1752, is still in operation in this European country.</p>",https://thumbor.bigedition.com/where-is-the-worlds-oldest-zoo-austria/UhOdUs_9aFF_nu9R9OMEfijxxXM=/800x0/filters:quality(80)/granite-web-prod/f3/75/f375dddb56d4468693976e35881b8efd.jpeg
96,Papua New Guinea,8.8 million,"<p>There’s a tribe in this Oceania country that still uses<a href=""https://www.vice.com/en_au/article/9kp5ye/papua-new-guinea-tolai-tribe-shell-money""> shells as its currency</a>. Tabu is the money of choice by the Tolai society, and while it’s not easy to make, it’s used like regular currency. </p>",https://thumbor.bigedition.com/shell-currency-in-papua-new-guinea/N9LARr5hBt9BHpFAnrT-L8cjd3Y=/800x0/filters:quality(80)/granite-web-prod/97/17/97171e7def6148558031be2a29d4aeff.jpeg
97,Serbia,8.8 million,"<p>This former Yugoslavian republic was once the center of the Roman empire and it shows — there were<a href=""https://www.meettheslavs.com/territory-of-modern-serbia-home-to-18-roman-emperors/""> 18 emperors born in what is now modern-day Serbia</a>. The most famous of these was Constantine I, who founded Constantinople (Istanbul) and elevated Christianity to a state-level religion. </p>",https://thumbor.bigedition.com/statue-of-constantine-i-in-serbia/q7AU9u0xCCPtWdUzGiptToyDA-w=/800x0/filters:quality(80)/granite-web-prod/d6/60/d660959d102c4d1b9ad0c6abe25d415e.jpeg
98,Switzerland, 8.6 million,"<p>Everyone associates this European nation with chocolate, and for good reason. Much of<a href=""https://www.alpenwild.com/staticpage/history-of-chocolate-in-switzerland/""> chocolate as we know it today</a> was created in Switzerland, including milk chocolate, chocolate with hazelnuts and melting chocolate. </p>",https://thumbor.bigedition.com/swiss-chocolate/kuUdB56KoCC8ZcJarUFT5ew67zg=/800x0/filters:quality(80)/granite-web-prod/2e/41/2e4166c0a2344990a93a615bdc151df9.jpeg
99,Israel, 8.5 million,"<p>This Middle East country has a<a href=""https://mfa.gov.il/MFA/InnovativeIsrael/Pages/Dripless_tomato-Dec_2010.aspx""> bright history with the tomato</a>. Israel invented the modern cherry tomato, along with a variety that doesn’t drip, one that’s resistant to viruses and another that doesn’t spoil even after a week on the counter. </p>",https://thumbor.bigedition.com/israeli-cherry-tomato/nhmNn9VVllKeGFYHfUY9Bvp2ImE=/800x0/filters:quality(80)/granite-web-prod/6f/1c/6f1c969d6887457f985088382f5032a0.jpeg
100,Togo,8.1 million,"<p>About <a href=""https://www.britannica.com/place/Togo"">one-third of the population</a> in this West African nation adhere to an ancestral form of belief, including voodoo. In Lome, Togo’s capital, <a href=""https://www.npr.org/templates/story/story.php?storyId=1666721"">merchants sell voodoo talismans</a> known as “fetishes.”</p>",https://thumbor.bigedition.com/togan-voodoo-talismans/i9YVLFM3LYBGyb5dNOgurwVLo8g=/800x0/filters:quality(80)/granite-web-prod/9b/54/9b54d04b91a04b58ac8c07a8be752e7e.jpeg
101,Sierra Leone, 7.8 million,"<p>English is the official language in this West African nation, but everyone also speaks Krio — an <a href=""https://www.hawaii.edu/satocenter/langnet/definitions/krio.html"">English-based creole language</a> — so the various ethnic groups can communicate with one another. </p>",https://thumbor.bigedition.com/children-surfing-in-sierra-leone/GtZ8hK9dxPDmPg31B7YG59GafA4=/800x0/filters:quality(80)/granite-web-prod/49/b9/49b99543e2b64764bb2dd727df1658c3.jpeg
102,Laos,7.2 million,"<p>During the Secret War from 1964-73, U.S. forces dropped<a href=""http://legaciesofwar.org/about-laos/secret-war-laos/""> over 2 million tons of ordnance</a> on this Southeast Asian nation. That’s equivalent to a planeload of bombs every 8 minutes daily for nine years, making Laos the most heavily bombed country per capita in world history. </p>",https://thumbor.bigedition.com/bomb-crater-in-laos/NzVvrdMsEJrAqYOqdaWGEwwJ55w=/800x0/filters:quality(80)/granite-web-prod/c0/8d/c08d1762a352412d9d531515ad2eeb85.jpeg
103,Paraguay, 7 million,"<p>This South American country unfortunately has a<a href=""https://www.ozy.com/flashback/the-nazi-ghosts-of-a-south-american-hideaway/86609""> history with German Aryans</a> dating back to the 1880s, when Bernhard Förster, the father of Nazism, relocated to Paraguay. Before and during World War II, the country backed Germany. Then after the war, Paraguay became a Nazi hideaway. </p>",https://thumbor.bigedition.com/bernhard-forster/Q5J7NKzvPMFETQFWa1cNaquQmwA=/800x0/filters:quality(80)/granite-web-prod/fd/26/fd26b65266c54f16af85186b07d2e389.jpeg
104,Bulgaria,7 million,"<p>This ancient Balkan nation claims to have<a href=""http://www.bbc.com/travel/story/20180110-the-country-that-brought-yoghurt-to-the-world""> accidentally created yogurt</a> some 4,000 years ago. Either way, the main fermentation bacteria in the creamy dairy product is named after Bulgaria, lactobacillus bulgaricus, and was first discovered in the region. </p>",https://thumbor.bigedition.com/bulgarian-yogurt/6yv07V5NjUXIp4iT9OB5NGAvLZg=/800x0/filters:quality(80)/granite-web-prod/0f/d7/0fd7fd27168840dfb5adc81fea15b284.jpeg
105,Lebanon,6.9 million,"<p>It’s believed that Jesus Christ’s famous miracle of<a href=""https://lebanonuntravelled.com/qana-village-jesus-first-miracle/""> turning water into wine</a> took place in Qana, a village in the southern part of this small Middle East country. </p>",https://thumbor.bigedition.com/qana-lebanon/VGhRDrKpe61P6kYC8wF6Ppj3R30=/800x0/filters:quality(80)/granite-web-prod/0a/5d/0a5daffdf30445068baf2ba071b861ac.jpeg
106,Libya, 6.8 million,"<p>Oil explorations in the 1950s uncovered a<a href=""https://earthobservatory.nasa.gov/images/6454/fossil-water-in-libya""> “fossil” aquifer</a> in this African nation that is 40,000 years old and existed before the end of the last ice age. </p>",https://thumbor.bigedition.com/oil-aquifer-in-libya/hv3ZZdWJ8Xs4llg06O9h7YId9TU=/800x0/filters:quality(80)/granite-web-prod/ea/6d/ea6d71bf06b64247a56ba10820861a55.jpeg
107,Nicaragua, 6.5 million,<p>The sky is so clear at night in this Central American nation that stargazers can see<a href="https://wehero.co/finding-nicaragua/"> 86 of the 88 constellations</a>. </p>,https://thumbor.bigedition.com/starry-night-in-nicaragua/EGUDrHY5kEhpqD5GOlvFEmSO9yk=/800x0/filters:quality(80)/granite-web-prod/2f/b7/2fb74ac4589542fa96c0249f0fbd294d.jpeg
108,El Salvador,6.5 million,<p>This is the only country in Central America that doesn’t have a coastline on the Caribbean Sea.  </p>,https://thumbor.bigedition.com/salvadorian-beach/FRJEpmLE9xx6MLV2kSLXz4zhxMg=/800x0/filters:quality(80)/granite-web-prod/34/f7/34f763dbf2194b0590909e77c8e5cb4f.jpeg
109,Kyrgyzstan, 6.4 million,"<p>At 20 times longer than the “Odyssey” by Homer, the<a href=""https://www.advantour.com/kyrgyzstan/culture/epic-manas.htm""> “Epic of Manas”</a> is considered the longest poem in the world. It was written by many people starting in the 1800s and finishing with the first publication in the 1920s. Manas is a folk hero in this former Soviet republic. </p>",https://thumbor.bigedition.com/statue-of-manas-kyrgyzstan/KrcXEB_iiHHW86QlH4vNoXRs-gs=/800x0/filters:quality(80)/granite-web-prod/22/72/2272f6e0b00a445593a727638725d6a2.jpeg
110,Turkmenistan,5.9 million,<p>Melons are so important to the culture and history of this former Soviet republic that it has a<a href="https://www.rferl.org/a/turkmenistan-melon-day/25072164.html"> holiday dedicated to the fruit</a> that takes place each August. </p>,https://thumbor.bigedition.com/turkmenistan-fruit-market/GxWVNd093MvL21T4yUIMZvIxODQ=/800x0/filters:quality(80)/granite-web-prod/33/ad/33add54d963843aa9e11be533715067d.jpeg
111,Singapore,5.8 million,"<p>An island city-state in Southeast Asia, Singapore<a href=""https://tanwj.com/national-anthem-lyrics-on-the-1000-note/""> printed its entire national anthem</a> in microtext on the back of a $1,000 note. </p>",https://thumbor.bigedition.com/singapore-1000-bank-note/7aDAH1uPD6UEPPtChvOcsOcYneg=/800x0/filters:quality(80)/granite-web-prod/bb/53/bb53b26440cb40d9a912d086fe4327cc.jpeg
112,Denmark,5.8 million,"<p>Bicycles are<a href=""http://www.cycling-embassy.dk/facts-about-cycling-in-denmark/statistics/""> much more prevalent</a> than personal automobiles in this European country. Only four out of 10 Danes own a vehicle, while nine out of 10 own a bike. </p>",https://thumbor.bigedition.com/people-riding-bikes-in-denmark/fgEWAHgQcUTMPWLYsO3SzJaUnAo=/800x0/filters:quality(80)/granite-web-prod/71/53/7153cba61159410b81d7e1d3696a7002.jpeg
113,Finland, 5.5 million,"<p>The<a href=""https://www.bbc.com/news/magazine-22751415""> baby box</a> has been a Finnish institution since the 1930s, when the European country’s infant mortality rate was high. Since 1949, the Finnish government has given every expectant mother a cardboard box that their baby can sleep in, filled with essential items like clothes, sheets and toys.</p>",https://thumbor.bigedition.com/finish-baby-box/iFVr8CSkhgfLBLI86DgBUZzHoW0=/800x0/filters:quality(80)/granite-web-prod/b1/7a/b17aa6ec70b64578a39a080a81a359b1.jpeg
114,Slovakia, 5.5 million,"<p>Bratislava, the capital of this European nation, is the only capital in the world that<a href=""https://matadornetwork.com/read/border-cities-europe/""> borders two other countries</a>, Austria and Hungary. </p>",https://thumbor.bigedition.com/bratislava-as-night/yWBfJAYooLikigruDjW10EuM-OM=/800x0/filters:quality(80)/granite-web-prod/8e/77/8e77672a538d458298d5a67a6aaa7a74.jpeg
115,Republic of the Congo,5.4 million,"<p>Not to be confused with its much larger neighbor, the Democratic Republic of Congo, this African nation is home to what a “National Geographic” team dubbed<a href=""http://www.bbc.com/travel/story/20130117-gorilla-spotting-in-the-republic-of-congo""> “the world’s last eden”</a> during a visit in the 1990s. They were in Parc National Nouabalé-Ndoki, a swampy forested region teeming with flora and fauna. </p>",https://thumbor.bigedition.com/parc-national-nouabale-ndoki-in-republic-of-the-congo/S70Ocdqw3Lx1dfqYvuPmGJx3Xnc=/800x0/filters:quality(80)/granite-web-prod/29/ca/29caf08cabdf4cf78f085370f2a53ba0.jpeg
116,Norway,5.4 million,"<p>In the 1980s, Norway started selling salmon, one of its major exports, to Japan because that island nation was facing a seafood shortage. The Norwegians even suggested using it in<a href=""https://www.norwayexports.no/norways-introduction-of-salmon-sushi-to-japan/""> sushi and sashimi</a>. </p>",https://thumbor.bigedition.com/norwegian-salmon/Hgzhmvt_Dr09zD1PcqejfoDAdQQ=/800x0/filters:quality(80)/granite-web-prod/46/74/46748e65f57b4cd696e0b903554f918c.jpeg
